Time,RightHand_Position_X,RightHand_Position_Y,RightHand_Position_Z,LeftHand_Position_X,LeftHand_Position_Y,LeftHand_Position_Z,Head_Position_X,Head_Position_Y,Head_Position_Z
3.02,0,0,1.336,0,0,1.336,0,0,1.336
3.04,0,0,1.336,0,0,1.336,0,0,1.336
3.06,0,0,1.336,0,0,1.336,0,0,1.336
3.08,0,0,1.336,0,0,1.336,0,0,1.336
3.1,0,0,1.336,0,0,1.336,0,0,1.336
3.12,0,0,1.336,0,0,1.336,0,0,1.336
3.14,0,0,1.336,0,0,1.336,0,0,1.336
3.16,0,0,1.336,0,0,1.336,0,0,1.336
3.18,0,0,1.336,0,0,1.336,0,0,1.336
3.2,0,0,1.336,0,0,1.336,0,0,1.336
3.22,0,0,1.336,0,0,1.336,0,0,1.336
3.24,0,0,1.336,0,0,1.336,0,0,1.336
3.26,0,0,1.336,0,0,1.336,0,0,1.336
3.28,0,0,1.336,0,0,1.336,0,0,1.336
3.3,0,0,1.336,0,0,1.336,0,0,1.336
3.32,0,0,1.336,0,0,1.336,0,0,1.336
3.34,0,0,1.336,0,0,1.336,0,0,1.336
3.36,0,0,1.336,0,0,1.336,0,0,1.336
3.38,0,0,1.336,0,0,1.336,0,0,1.336
3.4,0,0,1.336,0,0,1.336,0,0,1.336
3.42,0,0,1.336,0,0,1.336,0,0,1.336
3.44,0,0,1.336,0,0,1.336,0,0,1.336
3.46,0,0,1.336,0,0,1.336,0,0,1.336
3.48,0,0,1.336,0,0,1.336,0,0,1.336
3.5,0,0,1.336,0,0,1.336,0,0,1.336
3.52,0,0,1.336,0,0,1.336,0,0,1.336
3.54,0,0,1.336,0,0,1.336,0,0,1.336
3.56,0,0,1.336,0,0,1.336,0,0,1.336
3.58,0,0,1.336,0,0,1.336,0,0,1.336
3.6,0,0,1.336,0,0,1.336,0,0,1.336
3.62,0,0,1.336,0,0,1.336,0,0,1.336
3.64,0,0,1.336,0,0,1.336,0,0,1.336
3.66,0,0,1.336,0,0,1.336,0,0,1.336
3.68,0,0,1.336,0,0,1.336,0,0,1.336
3.7,0,0,1.336,0,0,1.336,0,0,1.336
3.72,0,0,1.336,0,0,1.336,0,0,1.336
3.74,0,0,1.336,0,0,1.336,0,0,1.336
3.76,0,0,1.336,0,0,1.336,0,0,1.336
3.78,0,0,1.336,0,0,1.336,0,0,1.336
3.8,0,0,1.336,0,0,1.336,0,0,1.336
3.82,0,0,1.336,0,0,1.336,0,0,1.336
3.84,0,0,1.336,0,0,1.336,0,0,1.336
3.86,0,0,1.336,0,0,1.336,0,0,1.336
3.88,0,0,1.336,0,0,1.336,0,0,1.336
3.9,0,0,1.336,0,0,1.336,0,0,1.336
3.92,0,0,1.336,0,0,1.336,0,0,1.336
3.94,0,0,1.336,0,0,1.336,0,0,1.336
3.96,0,0,1.336,0,0,1.336,0,0,1.336
3.98,0,0,1.336,0,0,1.336,0,0,1.336
4,0,0,1.336,0,0,1.336,0,0,1.336
4.02,0,0,1.336,0,0,1.336,0,0,1.336
4.04,0,0,1.336,0,0,1.336,0,0,1.336
4.06,0,0,1.336,0,0,1.336,0,0,1.336
4.08,0,0,1.336,0,0,1.336,0,0,1.336
4.1,0,0,1.336,0,0,1.336,0,0,1.336
4.12,0,0,1.336,0,0,1.336,0,0,1.336
4.14,0,0,1.336,0,0,1.336,0,0,1.336
4.16,0,0,1.336,0,0,1.336,0,0,1.336
4.18,0,0,1.336,0,0,1.336,0,0,1.336
4.2,0,0,1.336,0,0,1.336,0,0,1.336
4.22,0,0,1.336,0,0,1.336,0,0,1.336
4.24,0,0,1.336,0,0,1.336,0,0,1.336
4.26,0,0,1.336,0,0,1.336,0,0,1.336
4.28,0,0,1.336,0,0,1.336,0,0,1.336
4.3,0,0,1.336,0,0,1.336,0,0,1.336
4.32,0,0,1.336,0,0,1.336,0,0,1.336
4.34,0,0,1.336,0,0,1.336,0,0,1.336
4.36,0,0,1.336,0,0,1.336,0,0,1.336
4.38,0,0,1.336,0,0,1.336,0,0,1.336
4.4,0,0,1.336,0,0,1.336,0,0,1.336
4.42,0,0,1.336,0,0,1.336,0,0,1.336
4.44,0,0,1.336,0,0,1.336,0,0,1.336
4.46,0,0,1.336,0,0,1.336,0,0,1.336
4.48,0,0,1.336,0,0,1.336,0,0,1.336
4.5,0,0,1.336,0,0,1.336,0,0,1.336
4.52,0,0,1.336,0,0,1.336,0,0,1.336
4.54,0,0,1.336,0,0,1.336,0,0,1.336
4.56,0,0,1.336,0,0,1.336,0,0,1.336
4.58,0,0,1.336,0,0,1.336,0,0,1.336
4.6,0,0,1.336,0,0,1.336,0,0,1.336
4.62,0,0,1.336,0,0,1.336,0,0,1.336
4.64,0,0,1.336,0,0,1.336,0,0,1.336
4.66,0,0,1.336,0,0,1.336,0,0,1.336
4.68,0,0,1.336,0,0,1.336,0,0,1.336
4.7,0,0,1.336,0,0,1.336,0,0,1.336
4.72,0,0,1.336,0,0,1.336,0,0,1.336
4.74,0,0,1.336,0,0,1.336,0,0,1.336
4.76,0,0,1.336,0,0,1.336,0,0,1.336
4.78,0,0,1.336,0,0,1.336,0,0,1.336
4.8,0,0,1.336,0,0,1.336,0,0,1.336
4.82,0,0,1.336,0,0,1.336,0,0,1.336
4.84,0,0,1.336,0,0,1.336,0,0,1.336
4.86,0,0,1.336,0,0,1.336,0,0,1.336
4.88,0,0,1.336,0,0,1.336,0,0,1.336
4.9,0,0,1.336,0,0,1.336,0,0,1.336
4.92,0,0,1.336,0,0,1.336,0,0,1.336
4.94,0,0,1.336,0,0,1.336,0,0,1.336
4.96,0,0,1.336,0,0,1.336,0,0,1.336
4.98,0,0,1.336,0,0,1.336,0,0,1.336
5,0,0,1.336,0,0,1.336,0,0,1.336
5.02,0,0,1.336,0,0,1.336,0,0,1.336
5.04,0,0,1.336,0,0,1.336,0,0,1.336
5.06,0,0,1.336,0,0,1.336,0,0,1.336
5.08,0,0,1.336,0,0,1.336,0,0,1.336
5.1,0,0,1.336,0,0,1.336,0,0,1.336
5.12,0,0,1.336,0,0,1.336,0,0,1.336
5.14,0,0,1.336,0,0,1.336,0,0,1.336
5.16,0,0,1.336,0,0,1.336,0,0,1.336
5.18,0,0,1.336,0,0,1.336,0,0,1.336
5.2,0,0,1.336,0,0,1.336,0,0,1.336
5.22,0,0,1.336,0,0,1.336,0,0,1.336
5.24,0,0,1.336,0,0,1.336,0,0,1.336
5.26,0,0,1.336,0,0,1.336,0,0,1.336
5.28,0,0,1.336,0,0,1.336,0,0,1.336
5.3,0,0,1.336,0,0,1.336,0,0,1.336
5.32,0,0,1.336,0,0,1.336,0,0,1.336
5.34,0,0,1.336,0,0,1.336,0,0,1.336
5.36,0,0,1.336,0,0,1.336,0,0,1.336
5.38,0,0,1.336,0,0,1.336,0,0,1.336
5.4,0,0,1.336,0,0,1.336,0,0,1.336
5.42,0,0,1.336,0,0,1.336,0,0,1.336
5.44,0,0,1.336,0,0,1.336,0,0,1.336
5.46,0,0,1.336,0,0,1.336,0,0,1.336
5.48,0,0,1.336,0,0,1.336,0,0,1.336
5.5,0,0,1.336,0,0,1.336,0,0,1.336
5.52,0,0,1.336,0,0,1.336,0,0,1.336
5.54,0,0,1.336,0,0,1.336,0,0,1.336
5.56,0,0,1.336,0,0,1.336,0,0,1.336
5.58,0,0,1.336,0,0,1.336,0,0,1.336
5.6,0,0,1.336,0,0,1.336,0,0,1.336
5.62,0,0,1.336,0,0,1.336,0,0,1.336
5.64,0,0,1.336,0,0,1.336,0,0,1.336
5.66,0,0,1.336,0,0,1.336,0,0,1.336
5.68,0,0,1.336,0,0,1.336,0,0,1.336
5.7,0,0,1.336,0,0,1.336,0,0,1.336
5.72,0,0,1.336,0,0,1.336,0,0,1.336
5.74,0,0,1.336,0,0,1.336,0,0,1.336
5.76,0,0,1.336,0,0,1.336,0,0,1.336
5.78,0,0,1.336,0,0,1.336,0,0,1.336
5.8,0,0,1.336,0,0,1.336,0,0,1.336
5.82,0,0,1.336,0,0,1.336,0,0,1.336
5.84,0,0,1.336,0,0,1.336,0,0,1.336
5.86,0,0,1.336,0,0,1.336,0,0,1.336
5.88,0,0,1.336,0,0,1.336,0,0,1.336
5.9,0,0,1.336,0,0,1.336,0,0,1.336
5.92,0,0,1.336,0,0,1.336,0,0,1.336
5.94,0,0,1.336,0,0,1.336,0,0,1.336
5.96,0,0,1.336,0,0,1.336,0,0,1.336
5.98,0,0,1.336,0,0,1.336,0,0,1.336
6,0,0,1.336,0,0,1.336,0,0,1.336
6.02,0,0,1.336,0,0,1.336,0,0,1.336
6.04,0,0,1.336,0,0,1.336,0,0,1.336
6.06,0,0,1.336,0,0,1.336,0,0,1.336
6.08,0,0,1.336,0,0,1.336,0,0,1.336
6.1,0,0,1.336,0,0,1.336,0,0,1.336
6.12,0,0,1.336,0,0,1.336,0,0,1.336
6.14,0,0,1.336,0,0,1.336,0,0,1.336
6.16,0,0,1.336,0,0,1.336,0,0,1.336
6.18,0,0,1.336,0,0,1.336,0,0,1.336
6.2,0,0,1.336,0,0,1.336,0,0,1.336
6.22,0,0,1.336,0,0,1.336,0,0,1.336
6.24,0,0,1.336,0,0,1.336,0,0,1.336
6.26,0,0,1.336,0,0,1.336,0,0,1.336
6.28,0,0,1.336,0,0,1.336,0,0,1.336
6.3,0,0,1.336,0,0,1.336,0,0,1.336
6.32,0,0,1.336,0,0,1.336,0,0,1.336
6.34,0,0,1.336,0,0,1.336,0,0,1.336
6.36,0,0,1.336,0,0,1.336,0,0,1.336
6.38,0,0,1.336,0,0,1.336,0,0,1.336
6.4,0,0,1.336,0,0,1.336,0,0,1.336
6.42,0,0,1.336,0,0,1.336,0,0,1.336
6.44,0,0,1.336,0,0,1.336,0,0,1.336
6.46,0,0,1.336,0,0,1.336,0,0,1.336
6.48,0,0,1.336,0,0,1.336,0,0,1.336
6.5,0,0,1.336,0,0,1.336,0,0,1.336
6.52,0,0,1.336,0,0,1.336,0,0,1.336
6.54,0,0,1.336,0,0,1.336,0,0,1.336
6.56,0,0,1.336,0,0,1.336,0,0,1.336
6.58,0,0,1.336,0,0,1.336,0,0,1.336
6.6,0,0,1.336,0,0,1.336,0,0,1.336
6.62,0,0,1.336,0,0,1.336,0,0,1.336
6.64,0,0,1.336,0,0,1.336,0,0,1.336
6.66,0,0,1.336,0,0,1.336,0,0,1.336
6.68,0,0,1.336,0,0,1.336,0,0,1.336
6.7,0,0,1.336,0,0,1.336,0,0,1.336
6.72,0,0,1.336,0,0,1.336,0,0,1.336
6.74,0,0,1.336,0,0,1.336,0,0,1.336
6.76,0,0,1.336,0,0,1.336,0,0,1.336
6.78,0,0,1.336,0,0,1.336,0,0,1.336
6.8,0,0,1.336,0,0,1.336,0,0,1.336
6.82,0,0,1.336,0,0,1.336,0,0,1.336
6.84,0,0,1.336,0,0,1.336,0,0,1.336
6.86,0,0,1.336,0,0,1.336,0,0,1.336
6.88,0,0,1.336,0,0,1.336,0,0,1.336
6.9,0,0,1.336,0,0,1.336,0,0,1.336
6.92,0,0,1.336,0,0,1.336,0,0,1.336
6.94,0,0,1.336,0,0,1.336,0,0,1.336
6.96,0,0,1.336,0,0,1.336,0,0,1.336
6.98,0,0,1.336,0,0,1.336,0,0,1.336
7,0,0,1.336,0,0,1.336,0,0,1.336
7.02,0,0,1.336,0,0,1.336,0,0,1.336
7.04,0,0,1.336,0,0,1.336,0,0,1.336
7.06,0,0,1.336,0,0,1.336,0,0,1.336
7.08,0,0,1.336,0,0,1.336,0,0,1.336
7.1,0,0,1.336,0,0,1.336,0,0,1.336
7.12,0,0,1.336,0,0,1.336,0,0,1.336
7.14,0,0,1.336,0,0,1.336,0,0,1.336
7.16,0,0,1.336,0,0,1.336,0,0,1.336
7.18,0,0,1.336,0,0,1.336,0,0,1.336
7.2,0,0,1.336,0,0,1.336,0,0,1.336
7.22,0,0,1.336,0,0,1.336,0,0,1.336
7.24,0,0,1.336,0,0,1.336,0,0,1.336
7.26,0,0,1.336,0,0,1.336,0,0,1.336
7.28,0,0,1.336,0,0,1.336,0,0,1.336
7.3,0,0,1.336,0,0,1.336,0,0,1.336
7.32,0,0,1.336,0,0,1.336,0,0,1.336
7.34,0,0,1.336,0,0,1.336,0,0,1.336
7.36,0,0,1.336,0,0,1.336,0,0,1.336
7.38,0,0,1.336,0,0,1.336,0,0,1.336
7.4,0,0,1.336,0,0,1.336,0,0,1.336
7.42,0,0,1.336,0,0,1.336,0,0,1.336
7.44,0,0,1.336,0,0,1.336,0,0,1.336
7.46,0,0,1.336,0,0,1.336,0,0,1.336
7.48,0,0,1.336,0,0,1.336,0,0,1.336
7.5,0,0,1.336,0,0,1.336,0,0,1.336
7.52,0,0,1.336,0,0,1.336,0,0,1.336
7.54,0,0,1.336,0,0,1.336,0,0,1.336
7.56,0,0,1.336,0,0,1.336,0,0,1.336
7.58,0,0,1.336,0,0,1.336,0,0,1.336
7.6,0,0,1.336,0,0,1.336,0,0,1.336
7.62,0,0,1.336,0,0,1.336,0,0,1.336
7.64,0,0,1.336,0,0,1.336,0,0,1.336
7.66,0,0,1.336,0,0,1.336,0,0,1.336
7.68,0,0,1.336,0,0,1.336,0,0,1.336
7.7,0,0,1.336,0,0,1.336,0,0,1.336
7.72,0,0,1.336,0,0,1.336,0,0,1.336
7.74,0,0,1.336,0,0,1.336,0,0,1.336
7.76,0,0,1.336,0,0,1.336,0,0,1.336
7.78,0,0,1.336,0,0,1.336,0,0,1.336
7.8,0,0,1.336,0,0,1.336,0,0,1.336
7.82,0,0,1.336,0,0,1.336,0,0,1.336
7.84,0,0,1.336,0,0,1.336,0,0,1.336
7.86,0,0,1.336,0,0,1.336,0,0,1.336
7.88,0,0,1.336,0,0,1.336,0,0,1.336
7.9,0,0,1.336,0,0,1.336,0,0,1.336
7.92,0,0,1.336,0,0,1.336,0,0,1.336
7.94,0,0,1.336,0,0,1.336,0,0,1.336
7.96,0,0,1.336,0,0,1.336,0,0,1.336
7.98,0,0,1.336,0,0,1.336,0,0,1.336
8,0,0,1.336,0,0,1.336,0,0,1.336
8.02,0,0,1.336,0,0,1.336,0,0,1.336
8.04,0,0,1.336,0,0,1.336,0,0,1.336
8.059999,0,0,1.336,0,0,1.336,0,0,1.336
8.08,0,0,1.336,0,0,1.336,0,0,1.336
8.099999,0,0,1.336,0,0,1.336,0,0,1.336
8.12,0,0,1.336,0,0,1.336,0,0,1.336
8.139999,0,0,1.336,0,0,1.336,0,0,1.336
8.16,0,0,1.336,0,0,1.336,0,0,1.336
8.179999,0,0,1.336,0,0,1.336,0,0,1.336
8.2,0,0,1.336,0,0,1.336,0,0,1.336
8.22,0,0,1.336,0,0,1.336,0,0,1.336
8.24,0,0,1.336,0,0,1.336,0,0,1.336
8.26,0,0,1.336,0,0,1.336,0,0,1.336
8.28,0,0,1.336,0,0,1.336,0,0,1.336
8.3,0,0,1.336,0,0,1.336,0,0,1.336
8.32,0,0,1.336,0,0,1.336,0,0,1.336
8.34,0,0,1.336,0,0,1.336,0,0,1.336
8.36,0,0,1.336,0,0,1.336,0,0,1.336
8.38,0,0,1.336,0,0,1.336,0,0,1.336
8.4,0,0,1.336,0,0,1.336,0,0,1.336
8.42,0,0,1.336,0,0,1.336,0,0,1.336
8.44,0,0,1.336,0,0,1.336,0,0,1.336
8.46,0,0,1.336,0,0,1.336,0,0,1.336
8.48,0,0,1.336,0,0,1.336,0,0,1.336
8.5,0,0,1.336,0,0,1.336,0,0,1.336
8.52,0,0,1.336,0,0,1.336,0,0,1.336
8.54,0,0,1.336,0,0,1.336,0,0,1.336
8.559999,0,0,1.336,0,0,1.336,0,0,1.336
8.58,0,0,1.336,0,0,1.336,0,0,1.336
8.599999,0,0,1.336,0,0,1.336,0,0,1.336
8.62,0,0,1.336,0,0,1.336,0,0,1.336
8.639999,0,0,1.336,0,0,1.336,0,0,1.336
8.66,0,0,1.336,0,0,1.336,0,0,1.336
8.679999,0,0,1.336,0,0,1.336,0,0,1.336
8.7,0,0,1.336,0,0,1.336,0,0,1.336
8.72,0,0,1.336,0,0,1.336,0,0,1.336
8.74,0,0,1.336,0,0,1.336,0,0,1.336
8.76,0,0,1.336,0,0,1.336,0,0,1.336
8.78,0,0,1.336,0,0,1.336,0,0,1.336
8.8,0,0,1.336,0,0,1.336,0,0,1.336
8.82,0,0,1.336,0,0,1.336,0,0,1.336
8.84,0,0,1.336,0,0,1.336,0,0,1.336
8.86,0,0,1.336,0,0,1.336,0,0,1.336
8.88,0,0,1.336,0,0,1.336,0,0,1.336
8.9,0,0,1.336,0,0,1.336,0,0,1.336
8.92,0,0,1.336,0,0,1.336,0,0,1.336
8.94,0,0,1.336,0,0,1.336,0,0,1.336
8.96,0,0,1.336,0,0,1.336,0,0,1.336
8.98,0,0,1.336,0,0,1.336,0,0,1.336
9,0,0,1.336,0,0,1.336,0,0,1.336
9.02,0,0,1.336,0,0,1.336,0,0,1.336
9.04,0,0,1.336,0,0,1.336,0,0,1.336
9.059999,0,0,1.336,0,0,1.336,0,0,1.336
9.08,0,0,1.336,0,0,1.336,0,0,1.336
9.099999,0,0,1.336,0,0,1.336,0,0,1.336
9.12,0,0,1.336,0,0,1.336,0,0,1.336
9.139999,0,0,1.336,0,0,1.336,0,0,1.336
9.16,0,0,1.336,0,0,1.336,0,0,1.336
9.179999,0,0,1.336,0,0,1.336,0,0,1.336
9.2,0,0,1.336,0,0,1.336,0,0,1.336
9.22,0,0,1.336,0,0,1.336,0,0,1.336
9.24,0,0,1.336,0,0,1.336,0,0,1.336
9.26,0,0,1.336,0,0,1.336,0,0,1.336
9.28,0,0,1.336,0,0,1.336,0,0,1.336
9.3,0,0,1.336,0,0,1.336,0,0,1.336
9.32,0,0,1.336,0,0,1.336,0,0,1.336
9.34,0,0,1.336,0,0,1.336,0,0,1.336
9.36,0,0,1.336,0,0,1.336,0,0,1.336
9.38,0,0,1.336,0,0,1.336,0,0,1.336
9.4,0,0,1.336,0,0,1.336,0,0,1.336
9.42,0,0,1.336,0,0,1.336,0,0,1.336
9.44,0,0,1.336,0,0,1.336,0,0,1.336
9.46,0,0,1.336,0,0,1.336,0,0,1.336
9.48,0,0,1.336,0,0,1.336,0,0,1.336
9.5,0,0,1.336,0,0,1.336,0,0,1.336
9.52,0,0,1.336,0,0,1.336,0,0,1.336
9.54,0,0,1.336,0,0,1.336,0,0,1.336
9.559999,0,0,1.336,0,0,1.336,0,0,1.336
9.58,0,0,1.336,0,0,1.336,0,0,1.336
9.599999,0,0,1.336,0,0,1.336,0,0,1.336
9.62,0,0,1.336,0,0,1.336,0,0,1.336
9.639999,0,0,1.336,0,0,1.336,0,0,1.336
9.66,0,0,1.336,0,0,1.336,0,0,1.336
9.679999,0,0,1.336,0,0,1.336,0,0,1.336
9.7,0,0,1.336,0,0,1.336,0,0,1.336
9.719999,0,0,1.336,0,0,1.336,0,0,1.336
9.74,0,0,1.336,0,0,1.336,0,0,1.336
9.76,0,0,1.336,0,0,1.336,0,0,1.336
9.78,0,0,1.336,0,0,1.336,0,0,1.336
9.8,0,0,1.336,0,0,1.336,0,0,1.336
9.82,0,0,1.336,0,0,1.336,0,0,1.336
9.84,0,0,1.336,0,0,1.336,0,0,1.336
